time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-29 00:00:00+00:00,,,1,1
2024-12-30 00:00:00+00:00,,,3,3
2024-12-31 00:00:00+00:00,1.0,1.0,8,1
2025-01-01 00:00:00+00:00,,,10,2
2025-01-02 00:00:00+00:00,,,3,1
2025-01-03 00:00:00+00:00,,,27,8
2025-01-04 00:00:00+00:00,,,2,2
2025-01-05 00:00:00+00:00,1.0,1.0,16,1
2025-01-06 00:00:00+00:00,1.0,1.0,26,8
2025-01-07 00:00:00+00:00,,,27,11
2025-01-08 00:00:00+00:00,,,1,1
2025-01-09 00:00:00+00:00,,,32,3
2025-01-10 00:00:00+00:00,,,14,5
2025-01-11 00:00:00+00:00,,,11,2
