url_path,views_total,views_unique
/morganstanley/optimus-cirrus,66,43
/morganstanley/optimus-cirrus/tree/main/optimus,26,15
/morganstanley/optimus-cirrus/tree/main/optimus/buildtool/projects,11,6
/morganstanley/optimus-cirrus/pulls,9,8
/morganstanley/optimus-cirrus/tree/main,7,5
/morganstanley/optimus-cirrus/stargazers,7,1
/morganstanley/optimus-cirrus/pulse,6,4
/morganstanley/optimus-cirrus/tree/main/optimus/buildtool/projects/app/src/main/scala,6,4
/morganstanley/optimus-cirrus/tree/main/optimus/buildtool/projects/app/src/main/scala/optimus/buildtool,6,3
/morganstanley/optimus-cirrus/tree/main/optimus/buildtool/projects/app/src/main/scala/optimus/buildtool/app,5,1
