referrer,views_total,views_unique
chatgpt.com,87,1
github.com,48,4
Google,32,12
DuckDuckGo,8,1
morganstanley.com,2,2
ms.sg.dev,1,1
mail.google.com,1,1
Bing,1,1
com.google.android.gm,1,1
statics.teams.cdn.office.net,1,1
