time_iso8601,forks_cumulative
2021-07-17 00:00:00+00:00,1
2021-07-23 00:00:00+00:00,2
2021-09-07 00:00:00+00:00,3
2022-10-07 00:00:00+00:00,4
2024-03-01 00:00:00+00:00,5
2025-10-03 00:00:00+00:00,6
