time_iso8601,stars_cumulative
2024-03-03 00:00:00+00:00,162
2024-03-11 00:00:00+00:00,164
2024-03-15 00:00:00+00:00,165
2024-03-16 00:00:00+00:00,166
2024-04-09 00:00:00+00:00,167
2024-04-19 00:00:00+00:00,168
2024-04-25 00:00:00+00:00,170
2024-05-08 00:00:00+00:00,171
2024-05-16 00:00:00+00:00,172
2024-05-21 00:00:00+00:00,173
2024-05-30 00:00:00+00:00,174
2024-05-31 00:00:00+00:00,175
2024-06-04 00:00:00+00:00,176
2024-07-10 00:00:00+00:00,177
2024-09-09 00:00:00+00:00,178
2024-10-11 00:00:00+00:00,179
2025-01-13 00:00:00+00:00,180
2025-02-06 00:00:00+00:00,181
2025-02-12 00:00:00+00:00,182
2025-02-14 00:00:00+00:00,183
2025-02-22 00:00:00+00:00,184
2025-03-06 00:00:00+00:00,185
2025-03-25 00:00:00+00:00,186
2025-03-29 00:00:00+00:00,187
2025-03-31 00:00:00+00:00,188
2025-04-12 00:00:00+00:00,189
2025-04-26 00:00:00+00:00,190
2025-04-28 00:00:00+00:00,191
2025-05-07 00:00:00+00:00,192
2025-06-03 00:00:00+00:00,193
2025-06-04 00:00:00+00:00,194
2025-06-05 00:00:00+00:00,195
2025-06-07 00:00:00+00:00,196
2025-06-26 00:00:00+00:00,197
2025-06-29 00:00:00+00:00,198
2025-07-09 00:00:00+00:00,199
2025-07-19 00:00:00+00:00,200
2025-07-27 00:00:00+00:00,201
2025-07-29 00:00:00+00:00,202
2025-08-11 00:00:00+00:00,203
