referrer,views_total,views_unique
Google,34,9
github.com,31,15
DuckDuckGo,21,1
hobbes.readthedocs.io,12,2
rosettacode.org,6,1
news.ycombinator.com,5,5
hn.algolia.com,4,1
devdocs.ms.com,1,1
statics.teams.cdn.office.net,1,1
