time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-02 00:00:00+00:00,3,3,12,7
2025-11-03 00:00:00+00:00,8,8,22,15
2025-11-04 00:00:00+00:00,20,18,26,20
2025-11-05 00:00:00+00:00,23,17,24,6
2025-11-06 00:00:00+00:00,13,12,12,5
2025-11-07 00:00:00+00:00,8,8,9,6
2025-11-08 00:00:00+00:00,7,7,1,1
2025-11-09 00:00:00+00:00,2,2,4,3
2025-11-10 00:00:00+00:00,19,16,17,13
2025-11-11 00:00:00+00:00,9,7,16,8
2025-11-12 00:00:00+00:00,5,4,8,4
2025-11-13 00:00:00+00:00,1,1,18,6
2025-11-14 00:00:00+00:00,2,2,9,6
2025-11-15 00:00:00+00:00,2,2,5,3
