time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-10 00:00:00+00:00,,,19,7
2024-11-11 00:00:00+00:00,11.0,1.0,19,9
2024-11-12 00:00:00+00:00,3.0,2.0,34,9
2024-11-13 00:00:00+00:00,,,22,9
2024-11-14 00:00:00+00:00,,,14,8
2024-11-15 00:00:00+00:00,,,13,3
2024-11-16 00:00:00+00:00,,,12,1
2024-11-17 00:00:00+00:00,,,11,4
2024-11-18 00:00:00+00:00,,,16,7
2024-11-19 00:00:00+00:00,1.0,1.0,10,8
2024-11-20 00:00:00+00:00,1.0,1.0,4,4
2024-11-21 00:00:00+00:00,1.0,1.0,6,5
2024-11-22 00:00:00+00:00,1.0,1.0,7,5
2024-11-23 00:00:00+00:00,,,10,5
