referrer,views_total,views_unique
github.com,69,29
Google,30,12
hobbes.readthedocs.io,10,3
statics.teams.cdn.office.net,7,5
news.ycombinator.com,3,3
yandex.ru,3,1
rosettacode.org,2,2
Baidu,1,1
wiki.ms.com,1,1
