time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-23 00:00:00+00:00,1.0,1.0,2,1
2025-02-24 00:00:00+00:00,6.0,4.0,4,4
2025-02-25 00:00:00+00:00,2.0,2.0,25,7
2025-02-26 00:00:00+00:00,,,8,4
2025-02-27 00:00:00+00:00,,,13,7
2025-02-28 00:00:00+00:00,2.0,1.0,12,3
2025-03-01 00:00:00+00:00,,,8,3
2025-03-02 00:00:00+00:00,,,20,7
2025-03-03 00:00:00+00:00,1.0,1.0,31,9
2025-03-04 00:00:00+00:00,,,22,9
2025-03-05 00:00:00+00:00,13.0,7.0,8,7
2025-03-06 00:00:00+00:00,1.0,1.0,17,6
2025-03-07 00:00:00+00:00,1.0,1.0,11,5
2025-03-08 00:00:00+00:00,2.0,2.0,1,1
