referrer,views_total,views_unique
github.com,80,26
Google,28,17
teams.public.onecdn.static.microsoft,4,3
news.ycombinator.com,3,3
lists.llvm.org,2,1
gist.github.com,1,1
lambda-the-ultimate.org,1,1
morganstanley.github.io,1,1
rosettacode.org,1,1
