referrer,views_total,views_unique
github.com,87,18
Google,16,9
hobbes.readthedocs.io,7,2
news.ycombinator.com,4,4
rosettacode.org,4,2
DuckDuckGo,4,1
Bing,3,1
devdocs.ms.com,1,1
tzemanovic.gitlab.io,1,1
