time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-09 00:00:00+00:00,31,20,2,2
2026-05-10 00:00:00+00:00,4,3,22,5
2026-05-11 00:00:00+00:00,24,8,5,2
2026-05-12 00:00:00+00:00,27,12,7,7
2026-05-13 00:00:00+00:00,20,12,4,3
2026-05-14 00:00:00+00:00,25,9,1,1
2026-05-15 00:00:00+00:00,23,10,7,4
2026-05-16 00:00:00+00:00,7,5,3,3
2026-05-17 00:00:00+00:00,9,8,38,35
2026-05-18 00:00:00+00:00,22,11,20,14
2026-05-19 00:00:00+00:00,10,8,5,5
2026-05-20 00:00:00+00:00,9,8,7,7
2026-05-21 00:00:00+00:00,10,9,4,4
2026-05-22 00:00:00+00:00,9,8,11,7
