referrer,views_total,views_unique
github.com,53,28
Google,17,8
teams.public.onecdn.static.microsoft,5,4
news.ycombinator.com,3,2
lists.llvm.org,2,1
gist.github.com,1,1
lambda-the-ultimate.org,1,1
rosettacode.org,1,1
