time_iso8601,stars_cumulative
2021-07-30 00:00:00+00:00,1
2021-08-04 00:00:00+00:00,2
2021-08-05 00:00:00+00:00,3
2021-08-10 00:00:00+00:00,4
2021-08-18 00:00:00+00:00,5
2021-08-31 00:00:00+00:00,6
2021-09-03 00:00:00+00:00,7
2021-09-14 00:00:00+00:00,8
2023-02-17 00:00:00+00:00,9
2023-03-24 00:00:00+00:00,10
2023-12-20 00:00:00+00:00,11
