time_iso8601,forks_cumulative
2021-08-05 00:00:00+00:00,1
2021-09-08 00:00:00+00:00,2
2022-01-10 00:00:00+00:00,3
2022-01-11 00:00:00+00:00,4
2022-01-12 00:00:00+00:00,5
2022-03-01 00:00:00+00:00,6
2022-09-02 00:00:00+00:00,7
2023-02-17 00:00:00+00:00,8
2023-09-28 00:00:00+00:00,9
2024-03-04 00:00:00+00:00,10
