time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-20 00:00:00+00:00,6,4,0,0
2026-06-21 00:00:00+00:00,37,13,0,0
2026-06-22 00:00:00+00:00,7,7,1,1
2026-06-23 00:00:00+00:00,4,4,0,0
2026-06-24 00:00:00+00:00,9,9,1,1
2026-06-25 00:00:00+00:00,85,25,0,0
2026-06-26 00:00:00+00:00,11,11,1,1
2026-06-27 00:00:00+00:00,4,4,0,0
2026-06-28 00:00:00+00:00,23,19,0,0
2026-06-29 00:00:00+00:00,22,16,1,1
2026-06-30 00:00:00+00:00,136,33,17,3
2026-07-01 00:00:00+00:00,641,81,21,1
2026-07-02 00:00:00+00:00,9,9,1,1
2026-07-03 00:00:00+00:00,29,13,1,1
