time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-30 00:00:00+00:00,36,22,1,1
2026-05-31 00:00:00+00:00,21,12,0,0
2026-06-01 00:00:00+00:00,9,6,1,1
2026-06-02 00:00:00+00:00,421,60,0,0
2026-06-03 00:00:00+00:00,22,15,0,0
2026-06-04 00:00:00+00:00,17,15,0,0
2026-06-05 00:00:00+00:00,12,11,8,1
2026-06-06 00:00:00+00:00,13,11,0,0
2026-06-07 00:00:00+00:00,16,14,0,0
2026-06-08 00:00:00+00:00,9,9,0,0
2026-06-09 00:00:00+00:00,19,11,1,1
2026-06-10 00:00:00+00:00,16,15,0,0
2026-06-11 00:00:00+00:00,10,7,1,1
2026-06-12 00:00:00+00:00,30,12,1,1
