time_iso8601,stars_cumulative
2022-11-17 00:00:00+00:00,211
2022-11-18 00:00:00+00:00,212
2022-11-19 00:00:00+00:00,213
2022-11-23 00:00:00+00:00,214
2022-11-29 00:00:00+00:00,217
2022-11-30 00:00:00+00:00,218
2022-12-05 00:00:00+00:00,220
2022-12-06 00:00:00+00:00,221
2022-12-09 00:00:00+00:00,222
2022-12-21 00:00:00+00:00,223
2022-12-23 00:00:00+00:00,224
2022-12-24 00:00:00+00:00,225
2023-01-01 00:00:00+00:00,226
2023-01-09 00:00:00+00:00,227
2023-01-10 00:00:00+00:00,229
2023-01-11 00:00:00+00:00,230
2023-01-14 00:00:00+00:00,231
2023-01-30 00:00:00+00:00,232
2023-01-31 00:00:00+00:00,234
2023-02-06 00:00:00+00:00,235
2023-02-07 00:00:00+00:00,236
2023-02-08 00:00:00+00:00,237
2023-02-17 00:00:00+00:00,238
2023-02-20 00:00:00+00:00,240
2023-03-01 00:00:00+00:00,241
2023-03-10 00:00:00+00:00,242
2023-03-12 00:00:00+00:00,243
2023-03-15 00:00:00+00:00,244
2023-03-23 00:00:00+00:00,245
2023-04-08 00:00:00+00:00,246
2023-04-15 00:00:00+00:00,247
2023-04-20 00:00:00+00:00,249
2023-04-21 00:00:00+00:00,250
2023-05-02 00:00:00+00:00,251
2023-05-08 00:00:00+00:00,252
2023-05-09 00:00:00+00:00,253
2023-05-16 00:00:00+00:00,255
2023-06-07 00:00:00+00:00,256
2023-06-09 00:00:00+00:00,257
2023-06-20 00:00:00+00:00,259
2023-06-21 00:00:00+00:00,261
2023-06-25 00:00:00+00:00,262
2023-07-03 00:00:00+00:00,264
2023-07-05 00:00:00+00:00,265
2023-07-08 00:00:00+00:00,266
2023-07-10 00:00:00+00:00,267
2023-07-13 00:00:00+00:00,268
2023-07-19 00:00:00+00:00,269
2023-07-20 00:00:00+00:00,270
2023-08-02 00:00:00+00:00,271
2023-08-04 00:00:00+00:00,272
2023-08-08 00:00:00+00:00,274
2023-08-15 00:00:00+00:00,275
2023-08-27 00:00:00+00:00,276
2023-08-29 00:00:00+00:00,277
2023-09-06 00:00:00+00:00,278
2023-09-10 00:00:00+00:00,279
2023-09-26 00:00:00+00:00,280
2023-09-27 00:00:00+00:00,281
2023-09-29 00:00:00+00:00,282
2023-10-06 00:00:00+00:00,283
2023-10-15 00:00:00+00:00,284
2023-10-19 00:00:00+00:00,285
2023-10-26 00:00:00+00:00,286
2023-11-03 00:00:00+00:00,287
2023-11-14 00:00:00+00:00,289
2023-11-23 00:00:00+00:00,290
2023-11-29 00:00:00+00:00,291
2023-12-10 00:00:00+00:00,292
2023-12-12 00:00:00+00:00,293
2023-12-16 00:00:00+00:00,294
2023-12-31 00:00:00+00:00,295
2024-01-17 00:00:00+00:00,296
2024-01-25 00:00:00+00:00,297
2024-01-26 00:00:00+00:00,299
2024-02-02 00:00:00+00:00,300
2024-02-18 00:00:00+00:00,301
2024-02-22 00:00:00+00:00,302
2024-02-27 00:00:00+00:00,303
2024-02-29 00:00:00+00:00,304
2024-03-04 00:00:00+00:00,305
2024-03-12 00:00:00+00:00,306
2024-03-13 00:00:00+00:00,307
2024-03-15 00:00:00+00:00,308
2024-03-17 00:00:00+00:00,309
2024-03-25 00:00:00+00:00,310
2024-04-01 00:00:00+00:00,311
2024-04-04 00:00:00+00:00,312
2024-04-16 00:00:00+00:00,313
2024-04-23 00:00:00+00:00,314
2024-04-24 00:00:00+00:00,315
2024-05-03 00:00:00+00:00,316
2024-05-24 00:00:00+00:00,317
2024-05-27 00:00:00+00:00,318
2024-06-10 00:00:00+00:00,320
2024-06-13 00:00:00+00:00,321
2024-06-14 00:00:00+00:00,322
2024-06-20 00:00:00+00:00,324
2024-06-30 00:00:00+00:00,325
2024-07-11 00:00:00+00:00,327
2024-07-15 00:00:00+00:00,328
2024-07-17 00:00:00+00:00,329
2024-08-05 00:00:00+00:00,330
2024-08-09 00:00:00+00:00,331
2024-08-16 00:00:00+00:00,332
2024-08-18 00:00:00+00:00,333
2024-08-19 00:00:00+00:00,335
2024-08-21 00:00:00+00:00,336
2024-08-22 00:00:00+00:00,338
2024-08-28 00:00:00+00:00,340
2024-09-18 00:00:00+00:00,341
2024-09-19 00:00:00+00:00,342
2024-09-23 00:00:00+00:00,343
2024-09-29 00:00:00+00:00,344
2024-09-30 00:00:00+00:00,345
2024-10-11 00:00:00+00:00,346
2024-10-14 00:00:00+00:00,347
2024-10-16 00:00:00+00:00,348
2024-10-17 00:00:00+00:00,349
2024-10-22 00:00:00+00:00,350
2024-10-27 00:00:00+00:00,351
2024-10-30 00:00:00+00:00,352
2024-10-31 00:00:00+00:00,353
2024-11-11 00:00:00+00:00,354
2024-11-12 00:00:00+00:00,355
2024-11-18 00:00:00+00:00,356
2024-11-19 00:00:00+00:00,357
2024-11-22 00:00:00+00:00,358
2024-11-25 00:00:00+00:00,359
2024-12-02 00:00:00+00:00,360
2024-12-13 00:00:00+00:00,361
2024-12-19 00:00:00+00:00,362
2025-01-20 00:00:00+00:00,363
2025-02-05 00:00:00+00:00,364
2025-02-06 00:00:00+00:00,365
2025-02-07 00:00:00+00:00,366
2025-02-17 00:00:00+00:00,367
2025-02-22 00:00:00+00:00,368
2025-03-04 00:00:00+00:00,370
2025-03-07 00:00:00+00:00,371
2025-03-12 00:00:00+00:00,372
2025-03-16 00:00:00+00:00,373
2025-03-19 00:00:00+00:00,374
2025-03-22 00:00:00+00:00,377
2025-03-27 00:00:00+00:00,378
2025-04-09 00:00:00+00:00,379
2025-04-14 00:00:00+00:00,380
2025-04-16 00:00:00+00:00,381
2025-05-03 00:00:00+00:00,382
2025-05-12 00:00:00+00:00,383
2025-05-18 00:00:00+00:00,384
2025-05-22 00:00:00+00:00,385
2025-06-03 00:00:00+00:00,386
2025-06-06 00:00:00+00:00,387
2025-06-10 00:00:00+00:00,388
2025-06-11 00:00:00+00:00,389
2025-06-16 00:00:00+00:00,390
2025-06-24 00:00:00+00:00,391
2025-06-28 00:00:00+00:00,392
2025-06-29 00:00:00+00:00,393
2025-07-08 00:00:00+00:00,395
2025-07-18 00:00:00+00:00,396
2025-07-24 00:00:00+00:00,397
2025-07-29 00:00:00+00:00,398
2025-07-30 00:00:00+00:00,399
2025-08-09 00:00:00+00:00,400
2025-08-13 00:00:00+00:00,401
2025-08-14 00:00:00+00:00,402
