referrer,views_total,views_unique
link.zhihu.com,47,2
statics.teams.cdn.office.net,41,11
github.com,34,7
Google,23,14
Bing,3,1
com.google.android.gm,3,1
mail.google.com,2,1
lnkd.in,2,1
cn.bing.com,1,1
linkedin.com,1,1
