time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-09 00:00:00+00:00,1,1,2,2
2025-11-10 00:00:00+00:00,1,1,6,5
2025-11-11 00:00:00+00:00,1,1,23,15
2025-11-12 00:00:00+00:00,2,2,7,4
2025-11-13 00:00:00+00:00,2,2,39,3
2025-11-14 00:00:00+00:00,2,2,25,9
2025-11-15 00:00:00+00:00,1,1,2,2
2025-11-16 00:00:00+00:00,2,2,8,4
2025-11-17 00:00:00+00:00,2,2,23,9
2025-11-18 00:00:00+00:00,1,1,8,6
2025-11-19 00:00:00+00:00,4,3,33,10
2025-11-20 00:00:00+00:00,2,2,37,7
2025-11-21 00:00:00+00:00,1,1,12,4
2025-11-22 00:00:00+00:00,1,1,15,9
