time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-14 00:00:00+00:00,2,2,4,3
2026-02-15 00:00:00+00:00,1,1,24,4
2026-02-16 00:00:00+00:00,1,1,0,0
2026-02-17 00:00:00+00:00,1,1,2,2
2026-02-18 00:00:00+00:00,2,2,31,8
2026-02-19 00:00:00+00:00,5,4,6,4
2026-02-20 00:00:00+00:00,4,4,2,2
2026-02-21 00:00:00+00:00,4,4,0,0
2026-02-22 00:00:00+00:00,3,3,4,4
2026-02-23 00:00:00+00:00,3,3,6,3
2026-02-24 00:00:00+00:00,2,2,6,3
2026-02-25 00:00:00+00:00,1,1,3,2
2026-02-26 00:00:00+00:00,3,3,6,6
2026-02-27 00:00:00+00:00,1,1,5,4
