referrer,views_total,views_unique
brendanhogan.github.io,59,14
Google,46,14
teams.public.onecdn.static.microsoft,41,13
github.com,34,18
chatgpt.com,29,1
wiki.ms.com,15,2
sgarg87.github.io,3,1
Bing,1,1
saml.ms.com,1,1
