time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-22 00:00:00+00:00,6,5,2,1
2026-08-23 00:00:00+00:00,1,1,3,2
2026-08-24 00:00:00+00:00,8,7,27,4
2026-08-25 00:00:00+00:00,1,1,2,2
2026-08-26 00:00:00+00:00,5,5,0,0
2026-08-27 00:00:00+00:00,4,4,1,1
2026-08-28 00:00:00+00:00,1,1,1,1
2026-08-29 00:00:00+00:00,1,1,5,2
2026-08-30 00:00:00+00:00,1,1,0,0
2026-08-31 00:00:00+00:00,6,3,1,1
2026-09-01 00:00:00+00:00,92,11,53,5
2026-09-02 00:00:00+00:00,8,6,0,0
2026-09-03 00:00:00+00:00,5,3,3,1
2026-09-04 00:00:00+00:00,2,2,1,1
