url_path,views_total,views_unique
/morganstanley/url-detector,20,15
/morganstanley/url-detector/pulls,6,3
/morganstanley/url-detector/issues,4,3
/morganstanley/url-detector/actions,2,2
/morganstanley/url-detector/labels,2,2
/morganstanley/url-detector/pull/114,2,2
/morganstanley/url-detector/actions/runs/22097241730/job/63857405572,1,1
/morganstanley/url-detector/blob/cc443bee07b74d435a294b986b28d931c73b5324/package.json,1,1
/morganstanley/url-detector/fork,1,1
/morganstanley/url-detector/issues/22,1,1
