url_path,views_total,views_unique
/morganstanley/url-detector/pull/114,18,3
/morganstanley/url-detector,13,9
/morganstanley/url-detector/issues,11,5
/morganstanley/url-detector/pull/114/changes,7,2
/morganstanley/url-detector/security/dependabot/5,5,1
/morganstanley/url-detector/security/dependabot,4,1
/morganstanley/url-detector/security,3,1
/morganstanley/url-detector/actions/workflows/continuous-integration.yml,2,2
/morganstanley/url-detector/pulls,2,2
/morganstanley/url-detector/tree/main/src,2,2
