url_path,views_total,views_unique
/morganstanley/url-detector,13,9
/morganstanley/url-detector/security/dependabot/5,5,1
/morganstanley/url-detector/issues,4,4
/morganstanley/url-detector/security/dependabot,4,1
/morganstanley/url-detector/actions/workflows/continuous-integration.yml,3,3
/morganstanley/url-detector/security,3,1
/morganstanley/url-detector/pull/122,2,1
/morganstanley/url-detector/pull/122/changes,2,1
/morganstanley/url-detector/actions,1,1
/morganstanley/url-detector/blob/main/examples/test.c,1,1
