time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-08 00:00:00+00:00,7,6,4,2
2026-08-09 00:00:00+00:00,3,3,2,2
2026-08-10 00:00:00+00:00,58,53,2,2
2026-08-11 00:00:00+00:00,2,2,7,6
2026-08-12 00:00:00+00:00,6,5,22,13
2026-08-13 00:00:00+00:00,9,9,12,5
2026-08-14 00:00:00+00:00,4,3,20,3
2026-08-15 00:00:00+00:00,2,2,10,1
2026-08-16 00:00:00+00:00,4,4,3,3
2026-08-17 00:00:00+00:00,855,17,22,6
2026-08-18 00:00:00+00:00,2,2,7,6
2026-08-19 00:00:00+00:00,3,3,3,3
2026-08-20 00:00:00+00:00,4,3,2,2
2026-08-21 00:00:00+00:00,4,4,4,4
