time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-29 00:00:00+00:00,1,1,2,1
2026-08-30 00:00:00+00:00,2,2,3,2
2026-08-31 00:00:00+00:00,4,4,7,6
2026-09-01 00:00:00+00:00,3,3,4,4
2026-09-02 00:00:00+00:00,6,5,11,4
2026-09-03 00:00:00+00:00,3,3,5,5
2026-09-04 00:00:00+00:00,1,1,2,2
2026-09-05 00:00:00+00:00,17,13,1,1
2026-09-06 00:00:00+00:00,25,18,4,4
2026-09-07 00:00:00+00:00,24,19,1,1
2026-09-08 00:00:00+00:00,7,7,9,5
2026-09-09 00:00:00+00:00,4,4,6,4
2026-09-10 00:00:00+00:00,2,2,8,7
2026-09-11 00:00:00+00:00,3,3,7,7
