time_iso8601,stars_cumulative
2025-02-12 00:00:00+00:00,1
2025-02-20 00:00:00+00:00,2
2025-03-08 00:00:00+00:00,3
2025-03-16 00:00:00+00:00,4
2025-03-18 00:00:00+00:00,5
2025-08-22 00:00:00+00:00,6
