referrer,views_total,views_unique
Google,627,177
github.com,142,39
Bing,76,13
confluent.io,70,10
DuckDuckGo,36,4
jira.gaincapital.com,30,2
chat.baidu.com,18,1
statics.teams.cdn.office.net,10,5
cn.bing.com,10,5
quora.com,9,1
