referrer,views_total,views_unique
Google,133,52
github.com,60,10
confluent.io,15,4
yandex.by,7,2
conan.io,7,1
Bing,5,2
morganstanley.com,4,1
DuckDuckGo,2,2
confluence.mda.ca,1,1
cwiki.apache.org,1,1
