referrer,views_total,views_unique
Google,128,40
github.com,123,31
conan.io,10,2
Bing,8,3
statics.teams.cdn.office.net,4,2
DuckDuckGo,2,2
Baidu,2,1
rsdn.org,2,1
confluence.mwam.local,1,1
jira.mlp.com,1,1
