referrer,views_total,views_unique
Google,414,127
github.com,86,34
confluent.io,41,8
Bing,37,12
DuckDuckGo,19,6
vcpkg.io,7,2
docs.confluent.io,4,1
git.i.mercedes-benz.com,4,1
cwiki.apache.org,3,3
statics.teams.cdn.office.net,3,2
