referrer,views_total,views_unique
Google,246,86
github.com,65,26
registry.bazel.build,17,2
Bing,15,6
yandex.ru,12,4
DuckDuckGo,12,3
conan.io,9,1
docs.confluent.io,7,1
jive.ms.com,7,1
chatgpt.com,5,3
