time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-21 00:00:00+00:00,87,45,8,7
2026-03-22 00:00:00+00:00,166,43,10,7
2026-03-23 00:00:00+00:00,969,65,57,28
2026-03-24 00:00:00+00:00,687,54,51,21
2026-03-25 00:00:00+00:00,744,62,24,16
2026-03-26 00:00:00+00:00,913,54,78,16
2026-03-27 00:00:00+00:00,638,44,30,20
2026-03-28 00:00:00+00:00,73,35,10,4
2026-03-29 00:00:00+00:00,112,32,24,9
2026-03-30 00:00:00+00:00,725,72,62,23
2026-03-31 00:00:00+00:00,2395,59,34,13
2026-04-01 00:00:00+00:00,2915,56,47,19
2026-04-02 00:00:00+00:00,630,57,46,17
2026-04-03 00:00:00+00:00,347,61,37,26
