referrer,views_total,views_unique
Google,222,72
github.com,82,16
DuckDuckGo,12,3
Bing,10,5
yandex.ru,8,1
cwiki.apache.org,5,2
confluent.io,3,3
vcpkg.io,2,1
search.brave.com,1,1
statics.teams.cdn.office.net,1,1
