referrer,views_total,views_unique
Google,193,62
github.com,164,38
confluent.io,13,1
conan.io,11,2
ecosia.org,10,3
Bing,7,3
search.brave.com,2,2
yandex.ru,2,1
DuckDuckGo,1,1
docs.redpanda.com,1,1
