referrer,views_total,views_unique
Google,353,108
github.com,122,40
Bing,59,15
confluent.io,19,5
conan.io,12,2
cn.bing.com,10,4
DuckDuckGo,3,3
login.microsoftonline.com,3,2
yandex.ru,2,2
git.woa.com,2,2
