referrer,views_total,views_unique
Google,284,108
github.com,108,33
Bing,50,12
confluent.io,45,13
DuckDuckGo,23,8
conan.io,12,2
yandex.ru,7,6
cn.bing.com,5,4
teams.microsoft.com,4,1
git.woa.com,3,2
