time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-09 00:00:00+00:00,48,28,29,14
2025-03-10 00:00:00+00:00,137,73,94,35
2025-03-11 00:00:00+00:00,140,70,88,41
2025-03-12 00:00:00+00:00,170,68,95,27
2025-03-13 00:00:00+00:00,183,95,67,26
2025-03-14 00:00:00+00:00,112,47,71,24
2025-03-15 00:00:00+00:00,51,28,19,12
2025-03-16 00:00:00+00:00,41,25,24,10
2025-03-17 00:00:00+00:00,157,75,221,42
2025-03-18 00:00:00+00:00,161,76,111,35
2025-03-19 00:00:00+00:00,182,76,128,38
2025-03-20 00:00:00+00:00,191,86,112,35
2025-03-21 00:00:00+00:00,158,63,37,18
2025-03-22 00:00:00+00:00,55,31,9,5
