referrer,views_total,views_unique
Google,574,115
github.com,95,32
Bing,35,7
chatgpt.com,20,2
jira.sberbank.ru,15,3
DuckDuckGo,11,5
statics.teams.cdn.office.net,11,4
copilot.cloud.microsoft,8,1
vcpkg.link,8,1
conan.io,7,4
