time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-31 00:00:00+00:00,100,28,22,12
2025-09-01 00:00:00+00:00,120,60,61,21
2025-09-02 00:00:00+00:00,151,60,55,20
2025-09-03 00:00:00+00:00,146,79,76,20
2025-09-04 00:00:00+00:00,144,75,60,23
2025-09-05 00:00:00+00:00,108,62,131,19
2025-09-06 00:00:00+00:00,66,31,33,9
2025-09-07 00:00:00+00:00,98,31,23,8
2025-09-08 00:00:00+00:00,150,72,59,27
2025-09-09 00:00:00+00:00,154,62,57,21
2025-09-10 00:00:00+00:00,123,70,77,27
2025-09-11 00:00:00+00:00,122,72,40,23
2025-09-12 00:00:00+00:00,109,51,80,23
2025-09-13 00:00:00+00:00,58,37,14,5
