referrer,views_total,views_unique
Google,344,64
github.com,103,30
DuckDuckGo,15,3
chatgpt.com,13,1
Bing,11,4
registry.bazel.build,9,1
copilot.microsoft.com,6,1
conan.io,4,2
search.brave.com,4,2
perplexity.ai,4,1
