referrer,views_total,views_unique
Google,148,48
github.com,97,32
Bing,10,5
DuckDuckGo,3,3
confluent.io,3,1
conan.io,2,2
statics.teams.cdn.office.net,2,2
Baidu,2,1
chatgpt.com,1,1
jira.mlp.com,1,1
