referrer,views_total,views_unique
Google,545,143
github.com,73,30
yandex.ru,43,16
conan.io,22,3
Bing,18,12
ecosia.org,16,1
confluent.io,12,5
cn.bing.com,8,5
chatgpt.com,4,3
vcpkg.io,4,1
