referrer,views_total,views_unique
Google,366,114
github.com,86,38
confluent.io,16,4
gitee.com,12,1
Bing,11,7
DuckDuckGo,11,4
yandex.ru,6,4
conan.io,6,2
statics.teams.cdn.office.net,5,2
vcpkg.link,4,2
