time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-27 00:00:00+00:00,120,30,8,6
2025-12-28 00:00:00+00:00,176,37,9,5
2025-12-29 00:00:00+00:00,161,45,31,14
2025-12-30 00:00:00+00:00,193,38,34,15
2025-12-31 00:00:00+00:00,143,44,33,14
2026-01-01 00:00:00+00:00,118,34,13,6
2026-01-02 00:00:00+00:00,117,43,9,4
2026-01-03 00:00:00+00:00,83,32,12,9
2026-01-04 00:00:00+00:00,134,31,26,4
2026-01-05 00:00:00+00:00,162,52,47,17
2026-01-06 00:00:00+00:00,157,58,32,11
2026-01-07 00:00:00+00:00,166,64,56,25
2026-01-08 00:00:00+00:00,211,58,74,24
2026-01-09 00:00:00+00:00,194,64,38,15
