time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-07 00:00:00+00:00,131,45,33,12
2025-12-08 00:00:00+00:00,205,72,37,18
2025-12-09 00:00:00+00:00,219,70,53,21
2025-12-10 00:00:00+00:00,271,85,29,11
2025-12-11 00:00:00+00:00,212,70,55,20
2025-12-12 00:00:00+00:00,200,76,41,15
2025-12-13 00:00:00+00:00,108,36,12,10
2025-12-14 00:00:00+00:00,106,25,39,10
2025-12-15 00:00:00+00:00,190,61,41,15
2025-12-16 00:00:00+00:00,263,83,41,25
2025-12-17 00:00:00+00:00,214,69,74,18
2025-12-18 00:00:00+00:00,191,72,50,21
2025-12-19 00:00:00+00:00,176,72,87,21
2025-12-20 00:00:00+00:00,133,49,42,12
