time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-08 00:00:00+00:00,6,6,1,1
2026-08-09 00:00:00+00:00,15,11,3,3
2026-08-10 00:00:00+00:00,57,54,2,2
2026-08-11 00:00:00+00:00,6,6,2,2
2026-08-12 00:00:00+00:00,12,8,9,2
2026-08-13 00:00:00+00:00,13,8,3,3
2026-08-14 00:00:00+00:00,11,7,2,2
2026-08-15 00:00:00+00:00,9,6,0,0
2026-08-16 00:00:00+00:00,5,4,1,1
2026-08-17 00:00:00+00:00,8,5,2,1
2026-08-18 00:00:00+00:00,7,7,3,2
2026-08-19 00:00:00+00:00,8,7,0,0
2026-08-20 00:00:00+00:00,22,11,0,0
2026-08-21 00:00:00+00:00,13,7,1,1
