referrer,views_total,views_unique
github.com,35,7
statics.teams.cdn.office.net,10,4
jiraeai.ms.com,9,4
Google,3,2
opensource.morganstanley.com,2,2
Bing,1,1
chatgpt.com,1,1
nodesource.com,1,1
