time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-23 00:00:00+00:00,22,19,1,1
2026-05-24 00:00:00+00:00,31,21,0,0
2026-05-25 00:00:00+00:00,18,14,1,1
2026-05-26 00:00:00+00:00,82,49,1,1
2026-05-27 00:00:00+00:00,89,46,0,0
2026-05-28 00:00:00+00:00,219,126,0,0
2026-05-29 00:00:00+00:00,19,16,1,1
2026-05-30 00:00:00+00:00,47,28,5,1
2026-05-31 00:00:00+00:00,26,17,2,2
2026-06-01 00:00:00+00:00,13,9,0,0
2026-06-02 00:00:00+00:00,307,67,1,1
2026-06-03 00:00:00+00:00,26,19,0,0
2026-06-04 00:00:00+00:00,15,14,0,0
2026-06-05 00:00:00+00:00,21,13,0,0
