url_path,views_total,views_unique
/morganstanley/desktopJS/commit/1410bc7278935a7ee7736c57ab4b955a22df14b0,177,108
/morganstanley/desktopJS/pull/757,9,2
/morganstanley/desktopJS/pull/757/changes,9,2
/morganstanley/desktopJS,5,3
/morganstanley/desktopJS/pulls,4,1
/MorganStanley/desktopJS,2,2
/morganstanley/desktopJS/releases,2,2
/morganstanley/desktopJS/blob/main/package.json,1,1
/morganstanley/desktopJS/commit/7bb0c8989bdda7ea9c1aedaa4e49c4270aba614f,1,1
/morganstanley/desktopJS/commit/9e073819c784fdc73ca94138c20bb7c7c3143be8,1,1
