time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-25 00:00:00+00:00,15,8,2,2
2026-07-26 00:00:00+00:00,6,4,2,2
2026-07-27 00:00:00+00:00,5,5,5,1
2026-07-28 00:00:00+00:00,4,4,3,2
2026-07-29 00:00:00+00:00,6,6,1,1
2026-07-30 00:00:00+00:00,1,1,0,0
2026-07-31 00:00:00+00:00,30,16,36,3
2026-08-01 00:00:00+00:00,42,11,1,1
2026-08-02 00:00:00+00:00,19,16,0,0
2026-08-03 00:00:00+00:00,231,38,87,14
2026-08-04 00:00:00+00:00,46,20,19,9
2026-08-05 00:00:00+00:00,19,18,11,6
2026-08-06 00:00:00+00:00,5,5,2,2
2026-08-07 00:00:00+00:00,13,11,8,4
