time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-06 00:00:00+00:00,44,14,19,5
2025-07-07 00:00:00+00:00,318,28,19,10
2025-07-08 00:00:00+00:00,347,28,11,9
2025-07-09 00:00:00+00:00,277,39,62,11
2025-07-10 00:00:00+00:00,449,54,39,15
2025-07-11 00:00:00+00:00,429,39,23,12
2025-07-12 00:00:00+00:00,70,13,1,1
2025-07-13 00:00:00+00:00,44,15,15,8
2025-07-14 00:00:00+00:00,444,43,17,9
2025-07-15 00:00:00+00:00,454,40,32,16
2025-07-16 00:00:00+00:00,477,53,35,12
2025-07-17 00:00:00+00:00,410,53,33,15
2025-07-18 00:00:00+00:00,344,64,9,8
2025-07-19 00:00:00+00:00,3,3,10,5
