time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-26 00:00:00+00:00,26,18,7,3
2025-01-27 00:00:00+00:00,43,24,15,10
2025-01-28 00:00:00+00:00,44,10,16,6
2025-01-29 00:00:00+00:00,82,14,55,11
2025-01-30 00:00:00+00:00,321,291,93,18
2025-01-31 00:00:00+00:00,253,212,14,13
2025-02-01 00:00:00+00:00,217,198,5,3
2025-02-02 00:00:00+00:00,34,7,4,4
2025-02-03 00:00:00+00:00,443,220,27,11
2025-02-04 00:00:00+00:00,836,702,28,14
2025-02-05 00:00:00+00:00,218,151,41,14
2025-02-06 00:00:00+00:00,152,87,22,9
2025-02-07 00:00:00+00:00,59,14,60,14
2025-02-08 00:00:00+00:00,13,4,5,4
