referrer,views_total,views_unique
Google,87,42
github.com,16,7
opensource.morganstanley.com,15,6
youtube.com,11,1
DuckDuckGo,4,2
morganstanley.com,3,1
news.ycombinator.com,1,1
statics.teams.cdn.office.net,1,1
cn.bing.com,1,1
