referrer,views_total,views_unique
Google,92,29
github.com,58,19
DuckDuckGo,44,6
morganstanley.github.io,18,6
Bing,11,3
search.brave.com,6,3
chatgpt.com,4,2
statics.teams.cdn.office.net,1,1
