time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-28 00:00:00+00:00,3,2,3.0,3.0
2025-04-29 00:00:00+00:00,1,1,8.0,2.0
2025-04-30 00:00:00+00:00,3,3,6.0,3.0
2025-05-01 00:00:00+00:00,62,2,1.0,1.0
2025-05-02 00:00:00+00:00,342,21,28.0,2.0
2025-05-03 00:00:00+00:00,4,3,,
2025-05-05 00:00:00+00:00,3,2,,
2025-05-06 00:00:00+00:00,1,1,18.0,1.0
2025-05-07 00:00:00+00:00,1,1,,
2025-05-08 00:00:00+00:00,2,2,2.0,1.0
2025-05-09 00:00:00+00:00,2,1,4.0,4.0
2025-05-10 00:00:00+00:00,1,1,,
