time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-11 00:00:00+00:00,113,23,10,3
2026-04-12 00:00:00+00:00,3,3,0,0
2026-04-13 00:00:00+00:00,8,6,0,0
2026-04-14 00:00:00+00:00,2,2,1,1
2026-04-15 00:00:00+00:00,32,9,0,0
2026-04-16 00:00:00+00:00,8,8,0,0
2026-04-17 00:00:00+00:00,3,2,0,0
2026-04-18 00:00:00+00:00,1,1,0,0
2026-04-19 00:00:00+00:00,10,7,0,0
2026-04-20 00:00:00+00:00,5,4,0,0
2026-04-21 00:00:00+00:00,14,5,0,0
2026-04-22 00:00:00+00:00,22,13,0,0
2026-04-23 00:00:00+00:00,21,12,0,0
2026-04-24 00:00:00+00:00,11,11,0,0
