url_path,views_total,views_unique
/morganstanley/ts-mocking-bird,43,8
/morganstanley/ts-mocking-bird/pulls,14,4
/morganstanley/ts-mocking-bird/actions,14,2
/morganstanley/ts-mocking-bird/actions/workflows/test-typescript.yml,12,1
/morganstanley/ts-mocking-bird/commits/main,12,1
/morganstanley/ts-mocking-bird/actions/workflows/codeql.yml,11,1
/morganstanley/ts-mocking-bird/actions/workflows/test-jasmine.yml,11,1
/morganstanley/ts-mocking-bird/actions/workflows/test-jest.yml,10,1
/morganstanley/ts-mocking-bird/pull/151,9,1
/morganstanley/ts-mocking-bird/pull/160,8,3
