time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-30 00:00:00+00:00,2,1,8.0,5.0
2025-07-01 00:00:00+00:00,105,4,5.0,2.0
2025-07-02 00:00:00+00:00,373,30,25.0,3.0
2025-07-03 00:00:00+00:00,5,5,13.0,2.0
2025-07-04 00:00:00+00:00,1,1,3.0,3.0
2025-07-05 00:00:00+00:00,5,5,4.0,3.0
2025-07-06 00:00:00+00:00,1,1,,
2025-07-07 00:00:00+00:00,2,1,2.0,2.0
2025-07-08 00:00:00+00:00,1,1,,
2025-07-09 00:00:00+00:00,1,1,4.0,2.0
2025-07-10 00:00:00+00:00,3,3,3.0,3.0
2025-07-11 00:00:00+00:00,2,2,5.0,3.0
