time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-27 00:00:00+00:00,5,3,1,1
2026-06-28 00:00:00+00:00,12,9,0,0
2026-06-29 00:00:00+00:00,160,22,38,4
2026-06-30 00:00:00+00:00,196,32,44,8
2026-07-01 00:00:00+00:00,752,59,1,1
2026-07-02 00:00:00+00:00,17,15,2,2
2026-07-03 00:00:00+00:00,32,26,3,1
2026-07-04 00:00:00+00:00,8,8,0,0
2026-07-05 00:00:00+00:00,6,6,0,0
2026-07-06 00:00:00+00:00,14,13,2,2
2026-07-07 00:00:00+00:00,9,5,0,0
2026-07-08 00:00:00+00:00,12,6,0,0
2026-07-09 00:00:00+00:00,10,8,0,0
2026-07-10 00:00:00+00:00,8,8,0,0
